step,phase,wp_idx,wp_total,ee_x,ee_y,ee_z,cube_x,cube_y,cube_z,cube_top_z,ee_xy_dist,ee_above_cube_top,gripper_cmd,act_norm,grasp_ready_at_lift,reward
1,0,1,20,0.6500076651573181,-0.44300055503845215,0.4852548837661743,0.70189070267308,0.07207265809849618,0.07543414445335614,0.10043777571490707,0.5176796929309495,0.38481710805126723,0.04,0.0,False,-9.343669338246485e-07
2,0,1,20,0.650100827217102,-0.4410210847854614,0.4861092269420624,0.7018906849021385,0.07207290906537504,0.0755915711757788,0.10059505331986636,0.5157011109982589,0.38551417362219603,0.04,0.0,False,0.009116452769505345
3,0,1,20,0.6501378417015076,-0.44021543860435486,0.48630812764167786,0.7018906758882298,0.0720731138677307,0.07570434931135125,0.100707729686268,0.5148960252714165,0.38560039795540985,0.04,0.0,False,0.004682361205612384
4,0,1,20,0.6502017974853516,-0.4388704001903534,0.48688754439353943,0.7018906736370296,0.07207328649301888,0.07578514187119202,0.10078845296310085,0.5135515464677519,0.3860990914304386,0.04,0.0,False,0.006150338232238095
5,0,1,20,0.6502470374107361,-0.437916100025177,0.48716482520103455,0.701890676581049,0.07207343670803162,0.07584302044581731,0.1008462845002357,0.512597691220031,0.38631854070079885,0.04,0.0,False,0.005240277301653551
6,0,1,20,0.6502986550331116,-0.4368365406990051,0.48758724331855774,0.7018906834979449,0.07207357132785379,0.07588448378613942,0.1008877160035123,0.5115185622480442,0.3866995273150454,0.04,0.0,False,0.005185426862202025
7,0,1,20,0.6503431797027588,-0.4359121322631836,0.4878731071949005,0.7018906934408303,0.07207369510452867,0.07591418749952389,0.10091739824194279,0.5105945034751509,0.3869557089529577,0.04,0.0,False,0.004934956905933152
8,0,1,20,0.6503880620002747,-0.4349829852581024,0.4882030189037323,0.7018907056803508,0.07207381134907591,0.07593546679304493,0.10093866310596346,0.5096656916956156,0.38726435579776886,0.04,0.0,False,0.004662331958347199
9,0,1,20,0.6504294276237488,-0.4341338276863098,0.48846766352653503,0.7018907196574591,0.07207392236663052,0.07595071095887905,0.1009538976188682,0.5088168145722377,0.38751376590766684,0.04,0.0,False,0.004498177827405581
10,0,1,20,0.6504694819450378,-0.433313250541687,0.48873743414878845,0.7018907349454787,0.07207402976067279,0.07596163165000257,0.10096481188498173,0.5079965042709953,0.3877726222638067,0.04,0.0,False,0.004242762625095153
11,0,1,20,0.6505070924758911,-0.4325462579727173,0.4889717996120453,0.7018907512199881,0.07207413464560264,0.0759694550688632,0.1009726310523062,0.5072297517222321,0.3879991685597391,0.04,0.0,False,0.004077201744443482
12,0,1,20,0.6505430936813354,-0.43181511759757996,0.48919788002967834,0.7018907682351392,0.07207423779517631,0.07597505964845251,0.10097823283784056,0.5064988313512784,0.38821964719183777,0.04,0.0,False,0.003861146923100911
13,0,1,20,0.6505771279335022,-0.43112632632255554,0.4894014596939087,0.7018907858051839,0.07207433974608686,0.07597907468495459,0.10098224605306974,0.5058102428936146,0.388419213640839,0.04,0.0,False,0.0036944290107709943
