step,phase,wp_idx,wp_total,ee_x,ee_y,ee_z,cube_x,cube_y,cube_z,cube_top_z,ee_xy_dist,ee_above_cube_top,gripper_cmd,act_norm,grasp_ready_at_lift,reward
1,0,0,20,0.6517814993858337,-0.43802201747894287,0.49115556478500366,0.7219117231245888,-0.03683631615922299,0.07515507629468823,0.10016053098107502,0.40726921713412534,0.39099503380392864,0.04,2.4974560737609863,False,-0.002854581197689887
2,0,0,20,0.6685541272163391,-0.4199254512786865,0.5007779002189636,0.721911624172034,-0.03683632478689404,0.07539159253034135,0.10039739310141915,0.3867871524722888,0.40038050711754447,0.04,2.001232385635376,False,0.07230757096375551
3,0,0,20,0.6808759570121765,-0.3982512056827545,0.5113975405693054,0.7219118970217042,-0.036835613222654356,0.0755610881586816,0.10056609187592205,0.3637377885864359,0.4108314486933834,0.04,2.083371639251709,False,0.07263325777807195
4,0,0,20,0.6946434378623962,-0.3770628869533539,0.5225716233253479,0.7219120960735479,-0.03683508409656228,0.07568251258805672,0.10068695056683599,0.3413188209832509,0.42188467275851194,0.04,2.3265111446380615,False,0.053541279422041343
5,0,0,20,0.7139355540275574,-0.3571915626525879,0.5322064161300659,0.7219122426590595,-0.03683468454601403,0.07576949920918714,0.10077353562628172,0.32045617003221233,0.4314328805037842,0.04,2.3180594444274902,False,0.04626337045943063
6,0,0,20,0.7220039367675781,-0.3357776403427124,0.5429074168205261,0.7219123522593365,-0.036834377373178705,0.07583181510777161,0.10083556652184002,0.29894327699848666,0.4420718502986861,0.04,2.10916805267334,False,0.03146882094815506
7,0,0,20,0.7268966436386108,-0.3140411078929901,0.5523683428764343,0.7219124357943183,-0.036834136057353556,0.07587645727491374,0.10088000643035394,0.2772517764814475,0.4514883364460804,0.04,2.2691612243652344,False,0.03267792406061232
8,0,0,20,0.7308058142662048,-0.29277303814888,0.5619446635246277,0.7219125009647971,-0.03683394169060049,0.07590843824856784,0.10091184387997046,0.2560935612571263,0.46103281964465725,0.04,2.0951666831970215,False,0.01906074482989184
9,0,0,20,0.7368139028549194,-0.272346168756485,0.5682227611541748,0.7219125532000632,-0.03683378079278144,0.07593134893481907,0.1009346527301203,0.23598333650048747,0.4672881084240545,0.04,2.4872422218322754,False,0.03447578179307964
10,0,0,20,0.7394322752952576,-0.2529647648334503,0.5639678835868835,0.7219125963269464,-0.03683364375363958,0.0759477618043525,0.10095099334964418,0.21684003470385377,0.46301689023723935,0.04,1.8683257102966309,False,0.11903949900551214
11,0,0,20,0.7455136775970459,-0.23414379358291626,0.5632155537605286,0.7219126330420651,-0.03683352372198964,0.07595951973621501,0.10096270002694234,0.19871676299869087,0.4622528537335862,0.04,2.5014138221740723,False,0.07806164169413154
12,0,0,20,0.7370191216468811,-0.21267063915729523,0.5548489689826965,0.7219126652450968,-0.0368334158137135,0.07596794294107363,0.10097108687504182,0.17648494025893444,0.45387788210765473,0.04,1.9031081199645996,False,0.15852833981800485
13,0,0,20,0.7214802503585815,-0.1934131383895874,0.5452315211296082,0.7219126942739179,-0.03683331654707336,0.07597397719788736,0.10097709534518347,0.15658041900561304,0.4442544257844247,0.04,2.0024471282958984,False,0.15674612612845473
14,0,0,20,0.7054782509803772,-0.17508894205093384,0.5290911197662354,0.7219127210704687,-0.036833223440106866,0.07597830004840726,0.1009813999078561,0.139229075755527,0.42810971985837926,0.04,2.2565324306488037,False,0.20670836691662697
15,0,0,20,0.6979306936264038,-0.15997210144996643,0.5113092660903931,0.7219127462977241,-0.03683313472358787,0.07598139687330598,0.10098448376434196,0.12545255667689736,0.4103247823260511,0.04,1.8353397846221924,False,0.20977243153318448
16,0,0,20,0.6976597905158997,-0.1483825296163559,0.4862017035484314,0.7219127704221638,-0.0368330491363849,0.07598361539196474,0.10098669308765505,0.11415556766835809,0.38521501046077633,0.04,2.284888744354248,False,0.27238256018794094
17,0,0,20,0.6991092562675476,-0.13754871487617493,0.4614502191543579,0.7219127937719019,-0.03683296577956757,0.07598520470529614,0.10098827588160056,0.10326501556095005,0.3604619432727574,0.04,1.6963485479354858,False,0.26747992525536113
18,0,0,20,0.6996919512748718,-0.12989649176597595,0.4316723346710205,0.721912816577649,-0.036832884012398134,0.0759863432654318,0.10098940982001618,0.0956796840657198,0.3306829248510043,0.04,2.233086109161377,False,0.3072737908865192
19,0,0,20,0.7108345627784729,-0.1245645135641098,0.4040530025959015,0.7219128518227791,-0.03683279038876084,0.07598715384675069,0.10099019182093384,0.08842841025069521,0.30306281077496766,0.04,1.514620304107666,False,0.2855557778461276
20,0,0,20,0.7166347503662109,-0.11952638626098633,0.3770596981048584,0.7219130326547145,-0.03683288501352579,0.07598747969828022,0.10099060989829467,0.08286178499453707,0.27606908820656373,0.04,1.6524057388305664,False,0.27507806138213686
21,0,0,20,0.7093101143836975,-0.11025726050138474,0.35639140009880066,0.7219133029837904,-0.036832764924857306,0.07598766302808369,0.10099061116581962,0.07449830141390479,0.255400788932981,0.04,1.62589430809021,False,0.2213536241926084
22,0,0,20,0.7047607898712158,-0.10626882314682007,0.33036091923713684,0.7219135117208306,-0.03683261766702609,0.07598779424025685,0.10099061115817212,0.07152344020167392,0.22937030807896472,0.04,2.137856960296631,False,0.2589425670338108
